Analysis group,Analysis number,Analysis name,Subgroup,Applicability,Study,Study year,GIV Mean,GIV SE,Experimental mean,Experimental SD,Experimental cases,Experimental N,Control mean,Control SD,Control cases,Control N,O-E,Variance,Weight,Mean,CI start,CI end,Footnotes,Bias arising from the randomization process (judgement),Bias arising from the randomization process (support),Bias due to deviations from intended interventions (judgement),Bias due to deviations from intended interventions (support),Bias due to missing outcome data (judgement),Bias due to missing outcome data (support),Bias in measurement of the outcome (judgement),Bias in measurement of the outcome (support),Bias in selection of the reported result (judgement),Bias in selection of the reported result (support),Overall bias (judgement),Overall bias (support)
6,3,Clinical worsening: need for invasive mechanical ventilation or death (random-effects model),Antibodies detected at baseline,SUBGROUP_AND_OVERALL,Horby 2021b,2021,0.0,0.0,0.0,0.0,630,2859,0.0,0.0,538,2609,0.0,0.0,43.096078,1.068607,0.9649,1.183461,,Low risk,"<p>Participants were randomized through web-based simple randomization with allocation concealment in a 1:1:1 ratio to a platform trial in a factorial design, receiving either convalescent plasma in addition to the standard therapy or standard of care alone. There are no baseline differences that would suggest a problem with randomisation.</p>",Low risk,"<p>Both participants and those delivering the intervention were aware of intervention received, but there were no deviations from intended interventions and the analysis was appropriate.</p>",Low risk,<p>Data for this outcome was available for all participants randomized. </p>,Low risk,<p>The measurement of the outcome was appropriate and it is unlikely that it differed between intervention groups. The outcome assessors were probably not aware of the intervention received.</p>,Low risk,<p>The data that produced this result was analysed in accordance with the pre-specified analysis plan and the outcome was reported as planned in the protocol. </p>,Low risk,<p>-</p>
6,3,Clinical worsening: need for invasive mechanical ventilation or death (random-effects model),No antibodies detected at baseline,SUBGROUP_AND_OVERALL,Agarwal 2020,2020,0.0,0.0,0.0,0.0,9,30,0.0,0.0,10,40,0.0,0.0,2.778954,1.2,0.557794,2.581598,,Low risk,<p>The allocation sequence was random and concealed and there were no differences between intervention groups suggesting a problem with the randomization process.</p>,Some concerns,"<p>Five participants in convalescent plasma arm and four in control arm did not receive the allocated intervention. This could be due to awareness of the intervention, because this trial was open-label.</p>",Low risk,<p>Data for this outcome was available for participants within this subgroup.</p>,Low risk,<p>The measurement of the outcome was appropriate and it is unlikely that it differed between intervention groups. The data were collected in structured paper case record forms.</p>,Low risk,<p>The outcome was predefined in the trial reistry. </p>,Some concerns,<p>-</p>
6,3,Clinical worsening: need for invasive mechanical ventilation or death (random-effects model),No antibodies detected at baseline,SUBGROUP_AND_OVERALL,Horby 2021b,2021,0.0,0.0,0.0,0.0,731,1969,0.0,0.0,664,1617,0.0,0.0,47.53175,0.904094,0.832968,0.981293,,Low risk,"<p>Participants were randomized through web-based simple randomization with allocation concealment in a 1:1:1 ratio to a platform trial in a factorial design, receiving either convalescent plasma in addition to the standard therapy or standard of care alone. There are no baseline differences that would suggest a problem with randomisation.</p>",Low risk,"<p>Both participants and those delivering the intervention were aware of intervention received, but there were no deviations from intended interventions and the analysis was appropriate.</p>",Low risk,<p>Data for this outcome was available for all participants randomized. </p>,Low risk,<p>The measurement of the outcome was appropriate and it is unlikely that it differed between intervention groups. The outcome assessors were probably not aware of the intervention received.</p>,Low risk,<p>The data that produced this result was analysed in accordance with the pre-specified analysis plan and the outcome was reported as planned in the protocol. </p>,Low risk,<p>-</p>
6,4,Clinical improvement: participants discharged from hospital,Antibodies detected at baseline,SUBGROUP_AND_OVERALL,Horby 2021b,2021,0.0,0.0,0.0,0.0,2234,3078,0.0,0.0,2083,2810,0.0,0.0,56.005557,0.97911,0.949413,1.009736,,Low risk,"<p>Participants were randomized through web-based simple randomization with allocation concealment in a 1:1:1 ratio to a platform trial in a factorial design, receiving either convalescent plasma in addition to the standard therapy or standard of care alone. There are no baseline differences that would suggest a problem with randomisation.</p>",Low risk,"<p>Both participants and those delivering the intervention were aware of intervention received, but there were no deviations from intended interventions and the analysis was appropriate.</p>",Low risk,<p>Data for this outcome was available for all participants randomized in this subgroup.</p>,Low risk,<p>The measurement of the outcome was appropriate and it is unlikely that it differed between intervention groups. The outcome assessors were probably not aware of the intervention received.</p>,Low risk,<p>The data that produced this result was analysed in accordance with the pre-specified analysis plan and the outcome was reported as planned in the protocol. </p>,Low risk,<p>-</p>
6,4,Clinical improvement: participants discharged from hospital,No antibodies detected at baseline,SUBGROUP_AND_OVERALL,Horby 2021b,2021,0.0,0.0,0.0,0.0,1167,2016,0.0,0.0,916,1660,0.0,0.0,43.994443,1.049042,0.990773,1.110739,,Low risk,"<p>Participants were randomized through web-based simple randomization with allocation concealment in a 1:1:1 ratio to a platform trial in a factorial design, receiving either convalescent plasma in addition to the standard therapy or standard of care alone. There are no baseline differences that would suggest a problem with randomisation.</p>",Low risk,"<p>Both participants and those delivering the intervention were aware of intervention received, but there were no deviations from intended interventions and the analysis was appropriate.</p>",Low risk,<p>Data for this outcome was available for all participants randomized in this subgroup.</p>,Low risk,<p>The measurement of the outcome was appropriate and it is unlikely that it differed between intervention groups. The outcome assessors were probably not aware of the intervention received.</p>,Low risk,<p>The data that produced this result was analysed in accordance with the pre-specified analysis plan and the outcome was reported as planned in the protocol. </p>,Low risk,<p>-</p>
7,1,All-cause mortality at up to day 28 (random-effects model),Duration of symptom onset up to and including 7 days,SUBGROUP_AND_OVERALL,Gharbharan 2021,2021,0.0,0.0,0.0,0.0,3,15,0.0,0.0,7,15,0.0,0.0,27.523669,0.428571,0.136022,1.350317,,Low risk,<p>Participants were randomized via a web-based system in a 1:1 ratio to the current standard of care at each hospital with or without the addition of convalescent plasma. There are no baseline differences that would suggest a problem with randomisation.</p>,Some concerns,"<p>Both participants and those delivering the intervention were aware of intervention received, but there was no information on deviations from intended intervention, as insufficient information was provided on whether treatments were balanced across arms. The analysis was appropriate.</p>",Low risk,<p>Data for this outcome was available for all 86 participants randomized.</p>,Low risk,"<p>The outcome assessors aware of the intervention received, but it is unlikely that knowledge of intervention received could have affected outcome measurement or that the measurement differed between intervention groups.</p>",Low risk,<p>The data that produced this result was analysed in accordance with the pre-specified analysis plan and the outcome was reported as planned in the protocol. </p>,Some concerns,<p>-</p>
7,1,All-cause mortality at up to day 28 (random-effects model),Duration of symptom onset up to and including 7 days,SUBGROUP_AND_OVERALL,Horby 2021b,2021,0.0,0.0,0.0,0.0,606,2226,0.0,0.0,660,2240,0.0,0.0,60.84124,0.923957,0.841588,1.014387,,Low risk,"<p>Participants were randomized through web-based simple randomization with allocation concealment in a 1:1:1 ratio to a platform trial in a factorial design, receiving either convalescent plasma in addition to the standard therapy or standard of care alone. There are no baseline differences that would suggest a problem with randomisation.</p>",Low risk,"<p>Both participants and those delivering the intervention were aware of intervention received, but there were no deviations from intended interventions and the analysis was appropriate.</p>",Low risk,<p>Data for this outcome was available for the randomized participants within this subgroup.</p>,Low risk,<p>The measurement of the outcome was appropriate and it is unlikely that it differed between intervention groups. The outcome assessors were probably not aware of the intervention received.</p>,Low risk,<p>The data that produced this result was analysed in accordance with the pre-specified analysis plan and the outcome was reported as planned in the protocol. </p>,Low risk,"<p>For this outcome, there was a low risk of bias for all the domains. </p>"
7,1,All-cause mortality at up to day 28 (random-effects model),Duration of symptom onset up to and including 7 days,SUBGROUP_AND_OVERALL,Korley 2021,2021,0.0,0.0,0.0,0.0,5,257,0.0,0.0,1,254,0.0,0.0,11.635091,4.941634,0.581396,42.001891,"For Korley 2021, the subgroup included the whole population and is defined as ""onset of symptoms within 7 days before enrollment""; Korley may not be fully comparable to other inpatient studies",High risk,<p>Baseline differences (characteristics are not balanced) in hospitalisation between groups suggesting a problem with randomization. </p>,Low risk,"<p>The participants were blinded to the treatment, but those delivering the intervention were aware of intervention received. There were no deviations from intended interventions and the analysis was appropriate.</p>",Low risk,<p>Data for this outcome was available for (nearly) all participants randomized</p>,Low risk,"<p>The measurement of the outcome was appropriate and it is unlikely that it differed between intervention groups. The outcome assessors were unaware of the intervention received, so it is unlikely that knowledge of intervention received could have affected outcome measurement.</p>",Low risk,<p>The data that produced this result was analysed in accordance with the predefined outcomes stated in the protocol.</p>,High risk,<p>High risk of bias arising from the randomization process.</p>
7,1,All-cause mortality at up to day 28 (random-effects model),Duration of symptom onset more than 7 days,SUBGROUP_AND_OVERALL,De Santis 2022,2022,0.0,0.0,0.0,0.0,8,36,0.0,0.0,18,71,0.0,0.0,1.444013,0.876543,0.422447,1.818754,"De Santis 2022 includes the whole population, as first infusion was ""administered on day 9 (range 8–10) for both groups"".",Some concerns,"<p>The study methods it is stated that this is a &quot;investigator-initiated multicenter open-label randomized controlled trial&quot;, but no further information on the allocation sequence concealment. </p>",Low risk,"<p>Both participants and those delivering the intervention were aware of intervention received, but there were no deviations from intended interventions and the analysis was appropriate.</p>",Low risk,<p>Data for this outcome was available for (nearly) all participants randomized</p>,Low risk,"<p>The measurement of the outcome was appropriate and it is unlikely that it differed between intervention groups. The outcome assessors were aware of the intervention received, but it is unlikely that knowledge of intervention received could have affected outcome measurement.</p>",Some concerns,<p>The data that produced this result was analysed in accordance with the predefined outcomes stated in the trial registration.</p>,Some concerns,<p>-</p>
7,1,All-cause mortality at up to day 28 (random-effects model),Duration of symptom onset more than 7 days,SUBGROUP_AND_OVERALL,Gharbharan 2021,2021,0.0,0.0,0.0,0.0,2,27,0.0,0.0,4,28,0.0,0.0,0.295718,0.518519,0.10334,2.601726,,Low risk,<p>Participants were randomized via a web-based system in a 1:1 ratio to the current standard of care at each hospital with or without the addition of convalescent plasma. There are no baseline differences that would suggest a problem with randomisation.</p>,Some concerns,"<p>Both participants and those delivering the intervention were aware of intervention received, but there was no information on deviations from intended intervention, as insufficient information was provided on whether treatments were balanced across arms. The analysis was appropriate.</p>",Low risk,<p>Data for this outcome was available for all 86 participants randomized.</p>,Low risk,"<p>The outcome assessors aware of the intervention received, but it is unlikely that knowledge of intervention received could have affected outcome measurement or that the measurement differed between intervention groups.</p>",Low risk,<p>The data that produced this result was analysed in accordance with the pre-specified analysis plan and the outcome was reported as planned in the protocol. </p>,Some concerns,<p>-</p>
7,1,All-cause mortality at up to day 28 (random-effects model),Duration of symptom onset more than 7 days,SUBGROUP_AND_OVERALL,Horby 2021b,2021,0.0,0.0,0.0,0.0,790,3564,0.0,0.0,748,3522,0.0,0.0,98.260269,1.043704,0.955319,1.140265,,Low risk,"<p>Participants were randomized through web-based simple randomization with allocation concealment in a 1:1:1 ratio to a platform trial in a factorial design, receiving either convalescent plasma in addition to the standard therapy or standard of care alone. There are no baseline differences that would suggest a problem with randomisation.</p>",Low risk,"<p>Both participants and those delivering the intervention were aware of intervention received, but there were no deviations from intended interventions and the analysis was appropriate.</p>",Low risk,<p>Data for this outcome was available for the randomized participants within this subgroup.</p>,Low risk,<p>The measurement of the outcome was appropriate and it is unlikely that it differed between intervention groups. The outcome assessors were probably not aware of the intervention received.</p>,Low risk,<p>The data that produced this result was analysed in accordance with the pre-specified analysis plan and the outcome was reported as planned in the protocol. </p>,Low risk,"<p>For this outcome, there was a low risk of bias for all the domains. </p>"
7,2,All-cause mortality (time to event) (random-effects model),Duration of symptom onset more than 7 days,SUBGROUP_AND_OVERALL,De Santis 2022,2022,-0.210721,0.330375,0.0,0.0,0,36,0.0,0.0,0,71,0.0,0.0,100.0,0.81,0.423906,1.54775,The whole study population had a duration of symptom onset more than 7 days; HR recalculated from log-rank p-value and number of events,Some concerns,"<p>The study methods it is stated that this is a &quot;investigator-initiated multicenter open-label randomized controlled trial&quot;, but no further information on the allocation sequence concealment. </p>",Low risk,"<p>Both participants and those delivering the intervention were aware of intervention received, but there were no deviations from intended interventions and the analysis was appropriate.</p>",Low risk,<p>Data for this outcome was available for (nearly) all participants randomized</p>,Low risk,"<p>The measurement of the outcome was appropriate and it is unlikely that it differed between intervention groups. The outcome assessors were aware of the intervention received, but it is unlikely that knowledge of intervention received could have affected outcome measurement.</p>",Low risk,<p>The data that produced this result was analysed in accordance with the predefined outcomes stated in the trial registration.</p>,Some concerns,<p>-</p>
7,3,Clinical worsening: need for invasive mechanical ventilation or death (random-effects model),Duration of symptom onset up to and including 7 days,SUBGROUP_AND_OVERALL,Horby 2021b,2021,0.0,0.0,0.0,0.0,693,2149,0.0,0.0,746,2156,0.0,0.0,70.714104,0.93198,0.856549,1.014054,,Low risk,"<p>Participants were randomized through web-based simple randomization with allocation concealment in a 1:1:1 ratio to a platform trial in a factorial design, receiving either convalescent plasma in addition to the standard therapy or standard of care alone. There are no baseline differences that would suggest a problem with randomisation.</p>",Low risk,"<p>Both participants and those delivering the intervention were aware of intervention received, but there were no deviations from intended interventions and the analysis was appropriate.</p>",Low risk,<p>Data for this outcome was available for all participants randomized. </p>,Low risk,<p>The measurement of the outcome was appropriate and it is unlikely that it differed between intervention groups. The outcome assessors were probably not aware of the intervention received.</p>,Low risk,<p>The data that produced this result was analysed in accordance with the pre-specified analysis plan and the outcome was reported as planned in the protocol. </p>,Low risk,<p>-</p>
7,3,Clinical worsening: need for invasive mechanical ventilation or death (random-effects model),Duration of symptom onset up to and including 7 days,SUBGROUP_AND_OVERALL,Korley 2021,2021,0.0,0.0,0.0,0.0,8,257,0.0,0.0,3,254,0.0,0.0,29.285896,2.635538,0.707205,9.821847,"For Korley 2021, the subgroup included the whole population and is defined as ""onset of symptoms within 7 days before enrollment""; Korley may not be fully comparable to other inpatient studies",High risk,<p>Baseline differences (characteristics are not balanced) in hospitalisation between groups suggesting a problem with randomization. </p>,Low risk,"<p>The participants were blinded to the treatment, but those delivering the intervention were aware of intervention received. There were no deviations from intended interventions and the analysis was appropriate.</p>",Low risk,<p>Data for this outcome was available for (nearly) all participants randomized</p>,Low risk,"<p>The measurement of the outcome was appropriate and it is unlikely that it differed between intervention groups. The outcome assessors were unaware of the intervention received, so it is unlikely that knowledge of intervention received could have affected outcome measurement.</p>",Low risk,<p>The data that produced this result was analysed in accordance with the predefined outcomes stated in the protocol.</p>,High risk,<p>-</p>
7,3,Clinical worsening: need for invasive mechanical ventilation or death (random-effects model),Duration of symptom onset more than 7 days,SUBGROUP_AND_OVERALL,Begin 2021,2021,0.0,0.0,0.0,0.0,11,37,0.0,0.0,4,19,0.0,0.0,0.669666,1.412162,0.518576,3.845532,"For Begin 2021, the subgroup is defined as ""duration of symptom onset more than 12 days"", so day 8, 9, 10, 11 and 12 are not included and assessed here.",Low risk,"<p>Patients were randomised in a 2:1 ratio to receive convalescent plasma or standard of care using a secure, concealed, computer-generated, web-accessed randomization sequence (REDCap v11.0.1). Eligible patients were randomly assigned to receive either convalescent plasma or standard of care.</p>",Low risk,"<p>articipants and those delivering the intervention were aware of intervention received. The trial was terminated at 78% of planned enrollment after meeting stopping criteria for futility, according to protocol, so there were no deviations from intended interventions and the analysis was appropriate.</p>",Low risk,<p>Data for all available</p>,Low risk,<p>The measurement of the outcome was appropriate and it is unlikely that it differed between intervention groups. </p>,Low risk,<p>The data that produced this result was analysed in accordance with the pre-specified analysis plan and the outcome was reported as planned in the protocol. </p>,Low risk,<p>-</p>
7,3,Clinical worsening: need for invasive mechanical ventilation or death (random-effects model),Duration of symptom onset more than 7 days,SUBGROUP_AND_OVERALL,Horby 2021b,2021,0.0,0.0,0.0,0.0,871,3339,0.0,0.0,822,3291,0.0,0.0,99.330334,1.044378,0.961911,1.133916,,Low risk,"<p>Participants were randomized through web-based simple randomization with allocation concealment in a 1:1:1 ratio to a platform trial in a factorial design, receiving either convalescent plasma in addition to the standard therapy or standard of care alone. There are no baseline differences that would suggest a problem with randomisation.</p>",Low risk,"<p>Both participants and those delivering the intervention were aware of intervention received, but there were no deviations from intended interventions and the analysis was appropriate.</p>",Low risk,<p>Data for this outcome was available for all participants randomized. </p>,Low risk,<p>The measurement of the outcome was appropriate and it is unlikely that it differed between intervention groups. The outcome assessors were probably not aware of the intervention received.</p>,Low risk,<p>The data that produced this result was analysed in accordance with the pre-specified analysis plan and the outcome was reported as planned in the protocol. </p>,Low risk,<p>-</p>
7,4,Clinical improvement: participants discharged from hospital,Duration of symptom onset up to 7 days,SUBGROUP_AND_OVERALL,Gharbharan 2021,2021,0.0,0.0,0.0,0.0,10,15,0.0,0.0,7,15,0.0,0.0,0.344834,1.428571,0.746796,2.732762,,Low risk,<p>Participants were randomized via a web-based system in a 1:1 ratio to the current standard of care at each hospital with or without the addition of convalescent plasma. There are no baseline differences that would suggest a problem with randomisation.</p>,Some concerns,"<p>Both participants and those delivering the intervention were aware of intervention received, but there was no information on deviations from intended intervention, as insufficient information was provided on whether treatments were balanced across arms. The analysis was appropriate.</p>",Low risk,<p>Data for this outcome was available for all 86 participants randomized.</p>,Low risk,"<p>The outcome assessors aware of the intervention received, but it is unlikely that knowledge of intervention received could have affected outcome measurement or that the measurement differed between intervention groups.</p>",Some concerns,<p>The data that produced this result was not a pre-specified outcome from the registry. </p>,Some concerns,<p>-</p>
7,4,Clinical improvement: participants discharged from hospital,Duration of symptom onset up to 7 days,SUBGROUP_AND_OVERALL,Horby 2021b,2021,0.0,0.0,0.0,0.0,1397,2226,0.0,0.0,1368,2240,0.0,0.0,39.91216,1.027621,0.981409,1.07601,,Low risk,"<p>Participants were randomized through web-based simple randomization with allocation concealment in a 1:1:1 ratio to a platform trial in a factorial design, receiving either convalescent plasma in addition to the standard therapy or standard of care alone. There are no baseline differences that would suggest a problem with randomisation.</p>",Low risk,"<p>Both participants and those delivering the intervention were aware of intervention received, but there were no deviations from intended interventions and the analysis was appropriate.</p>",Low risk,<p>Data for this outcome was available for all participants randomized in this subgroup.</p>,Low risk,<p>The measurement of the outcome was appropriate and it is unlikely that it differed between intervention groups. The outcome assessors were probably not aware of the intervention received.</p>,Low risk,<p>The data that produced this result was analysed in accordance with the pre-specified analysis plan and the outcome was reported as planned in the protocol. </p>,Low risk,<p>-</p>
7,4,Clinical improvement: participants discharged from hospital,Duration of symptom onset more than 7 days,SUBGROUP_AND_OVERALL,Gharbharan 2021,2021,0.0,0.0,0.0,0.0,21,27,0.0,0.0,21,28,0.0,0.0,1.656301,1.037037,0.77295,1.391352,,Low risk,<p>Participants were randomized via a web-based system in a 1:1 ratio to the current standard of care at each hospital with or without the addition of convalescent plasma. There are no baseline differences that would suggest a problem with randomisation.</p>,Some concerns,"<p>Both participants and those delivering the intervention were aware of intervention received, but there was no information on deviations from intended intervention, as insufficient information was provided on whether treatments were balanced across arms. The analysis was appropriate.</p>",Low risk,<p>Data for this outcome was available for all 86 participants randomized.</p>,Low risk,"<p>The outcome assessors aware of the intervention received, but it is unlikely that knowledge of intervention received could have affected outcome measurement or that the measurement differed between intervention groups.</p>",Some concerns,<p>The data that produced this result was not a pre-specified outcome from the registry. </p>,Some concerns,<p>-</p>
7,4,Clinical improvement: participants discharged from hospital,Duration of symptom onset more than 7 days,SUBGROUP_AND_OVERALL,Horby 2021b,2021,0.0,0.0,0.0,0.0,2434,3564,0.0,0.0,2453,3522,0.0,0.0,58.086704,0.980561,0.950405,1.011674,,Low risk,"<p>Participants were randomized through web-based simple randomization with allocation concealment in a 1:1:1 ratio to a platform trial in a factorial design, receiving either convalescent plasma in addition to the standard therapy or standard of care alone. There are no baseline differences that would suggest a problem with randomisation.</p>",Low risk,"<p>Both participants and those delivering the intervention were aware of intervention received, but there were no deviations from intended interventions and the analysis was appropriate.</p>",Low risk,<p>Data for this outcome was available for all participants randomized in this subgroup.</p>,Low risk,<p>The measurement of the outcome was appropriate and it is unlikely that it differed between intervention groups. The outcome assessors were probably not aware of the intervention received.</p>,Low risk,<p>The data that produced this result was analysed in accordance with the pre-specified analysis plan and the outcome was reported as planned in the protocol. </p>,Low risk,<p>-</p>
8,1,All-cause mortality at up to day 28 (random-effects analysis),Duration of symptom onset up to and including 7 days,SUBGROUP_AND_OVERALL,O’Donnell 2021,2021,0.0,0.0,0.0,0.0,7,37,0.0,0.0,5,19,0.0,0.0,100.0,0.718919,0.26302,1.965037,,Low risk,<p>Participants were block randomized using a web-based randomization platform in a 2:1 ratio to receive either convalescent plasma or standard plasma and the allocation sequence was concealed. There are no baseline differences that would suggest a problem with randomisation.</p>,Low risk,<p>Both participants and people delivering the intervention were unaware of the assigned intervention received and the analysis was appropriate.</p>,Low risk,"<p>Data for this outcome was available for all 217 participants randomized, within this subrgoup.</p>",Low risk,<p>The measurement of the outcome was appropriate and it is unlikely that it differed between intervention groups. The outcome assessors were unaware of the intervention received.</p>,Low risk,<p>The data that produced this result was analysed in accordance with the predefined outcomes stated in the trial registration.</p>,Low risk,"<p>For the outcome &quot;28-day mortality&quot;, there is a low risk of bias for all the domains. </p>"
8,1,All-cause mortality at up to day 28 (random-effects analysis),Duration of symptom onset more than 7 days,SUBGROUP_AND_OVERALL,O’Donnell 2021,2021,0.0,0.0,0.0,0.0,12,110,0.0,0.0,11,51,0.0,0.0,100.0,0.505785,0.239459,1.068319,,Low risk,<p>Participants were block randomized using a web-based randomization platform in a 2:1 ratio to receive either convalescent plasma or standard plasma and the allocation sequence was concealed. There are no baseline differences that would suggest a problem with randomisation.</p>,Low risk,<p>Both participants and people delivering the intervention were unaware of the assigned intervention received and the analysis was appropriate.</p>,Low risk,"<p>Data for this outcome was available for all 217 participants randomized, within this subrgoup.</p>",Low risk,<p>The measurement of the outcome was appropriate and it is unlikely that it differed between intervention groups. The outcome assessors were unaware of the intervention received.</p>,Low risk,<p>The data that produced this result was analysed in accordance with the predefined outcomes stated in the trial registration.</p>,Low risk,"<p>For the outcome &quot;28-day mortality&quot;, there is a low risk of bias for all the domains. </p>"
9,1,All-cause mortality at up to day 28,Duration of symptom onset up to and including 7 days,SUBGROUP_AND_OVERALL,CoV-Early,2021,0.0,0.0,0.0,0.0,1,200,0.0,0.0,0,201,0.0,0.0,47.707615,3.014925,0.123555,73.568784,"Study is not published yet, data obtained from study investigator",Some concerns,"<p>This trial is a nationwide multicenter, double blind, randomized controlled trial in the Netherlands. Patients will be randomized between the transfusion of 300mL of convP versus regular fresh frozen plasma (FFP). However, there are not enough information avaiable yet on the allocation sequence concealement, as the full text article is not published yet and only the trial registry and requested data are available yet.</p>",Low risk,<p>Both participants and carers and people delivering the intervention were unaware of the assigned intervention received. There is no information available yet ony whether the analysis was appropriate.</p>,Some concerns,<p>The trial registry does not provide enough information on missing data.</p>,Low risk,"<p>Mortality is an objective outcome measure, appropriately measured and it is unlikely that the measurement differed between intervention groups. The outcome assessors were probably not aware of the intervention received. </p>",Low risk,<p>The data that produced this result was analysed in accordance with the pre-specified outcome in the trial registry. </p>,Some concerns,"<p>There are some concerns, as the data was provided on request and the study results are not published yet. </p>"
9,1,All-cause mortality at up to day 28,Duration of symptom onset more than 7 days,SUBGROUP_AND_OVERALL,CoV-Early,2021,0.0,0.0,0.0,0.0,0,6,0.0,0.0,1,9,0.0,0.0,52.292385,0.47619,0.022521,10.068885,"Study is not published yet, data obtained from study investigator",Some concerns,"<p>This trial is a nationwide multicenter, double blind, randomized controlled trial in the Netherlands. Patients will be randomized between the transfusion of 300mL of convP versus regular fresh frozen plasma (FFP). However, there are not enough information avaiable yet on the allocation sequence concealement, as the full text article is not published yet and only the trial registry and requested data are available yet.</p>",Low risk,<p>Both participants and carers and people delivering the intervention were unaware of the assigned intervention received. There is no information available yet ony whether the analysis was appropriate.</p>,Some concerns,<p>The trial registry does not provide enough information on missing data.</p>,Low risk,"<p>Mortality is an objective outcome measure, appropriately measured and it is unlikely that the measurement differed between intervention groups. The outcome assessors were probably not aware of the intervention received. </p>",Low risk,<p>The data that produced this result was analysed in accordance with the pre-specified outcome in the trial registry. </p>,Some concerns,"<p>There are some concerns, as the data was provided on request and the study results are not published yet. </p>"
9,2,Admission to hospital or death within 28 days,Duration of symptom onset up to and including 7 days,SUBGROUP_AND_OVERALL,CoV-Early,2021,0.0,0.0,0.0,0.0,10,200,0.0,0.0,20,200,0.0,0.0,92.345079,0.5,0.240148,1.041023,"Study is not published yet, data obtained from study investigator",Some concerns,"<p>This trial is a nationwide multicenter, double blind, randomized controlled trial in the Netherlands. Patients will be randomized between the transfusion of 300mL of convP versus regular fresh frozen plasma (FFP). However, there are not enough information avaiable yet on the allocation sequence concealement, as the full text article is not published yet and only the trial registry and requested data are available yet.</p>",Low risk,<p>Both participants and carers and people delivering the intervention were unaware of the assigned intervention received. There is no information available yet ony whether the analysis was appropriate.</p>,Some concerns,<p>The trial registry does not provide enough information on missing data.</p>,Some concerns,<p>The trial registry does not provide enough information on the measurement of the outcome.</p>,Low risk,<p>The data that produced this result was analysed in accordance with the pre-specified outcome in the trial registry. </p>,Some concerns,"<p>There are some concerns, as the data was provided on request and the study results are not published yet. </p>"
9,2,Admission to hospital or death within 28 days,Duration of symptom onset more than 7 days,SUBGROUP_AND_OVERALL,CoV-Early,2021,0.0,0.0,0.0,0.0,1,5,0.0,0.0,1,9,0.0,0.0,7.654921,1.8,0.140953,22.986386,"Study is not published yet, data obtained from study investigator",Some concerns,"<p>This trial is a nationwide multicenter, double blind, randomized controlled trial in the Netherlands. Patients will be randomized between the transfusion of 300mL of convP versus regular fresh frozen plasma (FFP). However, there are not enough information avaiable yet on the allocation sequence concealement, as the full text article is not published yet and only the trial registry and requested data are available yet.</p>",Low risk,<p>Both participants and carers and people delivering the intervention were unaware of the assigned intervention received. There is no information available yet ony whether the analysis was appropriate.</p>,Some concerns,<p>The trial registry does not provide enough information on missing data.</p>,Some concerns,<p>The trial registry does not provide enough information on the measurement of the outcome.</p>,Low risk,<p>The data that produced this result was analysed in accordance with the pre-specified outcome in the trial registry. </p>,Some concerns,"<p>There are some concerns, as the data was provided on request and the study results are not published yet. </p>"
9,3,All initial symptoms resolved (asymptomatic) at up to day 28,Duration of symptom onset up to and including 7 days,SUBGROUP_AND_OVERALL,CoV-Early,2021,0.0,0.0,0.0,0.0,148,200,0.0,0.0,131,201,0.0,0.0,79.841261,1.13542,0.996774,1.293351,"Study is not published yet, data obtained from study investigator",Some concerns,"<p>This trial is a nationwide multicenter, double blind, randomized controlled trial in the Netherlands. Patients will be randomized between the transfusion of 300mL of convP versus regular fresh frozen plasma (FFP). However, there are not enough information avaiable yet on the allocation sequence concealement, as the full text article is not published yet and only the trial registry and requested data are available yet.</p>",Low risk,<p>Both participants and carers and people delivering the intervention were unaware of the assigned intervention received. There is no information available yet ony whether the analysis was appropriate.</p>,Some concerns,<p>The trial registry does not provide enough information on missing data.</p>,Low risk,"<p>Mortality is an objective outcome measure, appropriately measured and it is unlikely that the measurement differed between intervention groups. The outcome assessors were probably not aware of the intervention received. </p>",Low risk,<p>The data that produced this result was analysed in accordance with the pre-specified outcome in the trial registry. The subgroup data was provided on request by the study investigator.</p>,Some concerns,<p>- </p>
9,3,All initial symptoms resolved (asymptomatic) at up to day 28,Duration of symptom onset more than 7 days,SUBGROUP_AND_OVERALL,CoV-Early,2021,0.0,0.0,0.0,0.0,3,6,0.0,0.0,7,9,0.0,0.0,20.158739,0.642857,0.268509,1.53911,"Study is not published yet, data obtained from study investigator",Some concerns,"<p>This trial is a nationwide multicenter, double blind, randomized controlled trial in the Netherlands. Patients will be randomized between the transfusion of 300mL of convP versus regular fresh frozen plasma (FFP). However, there are not enough information avaiable yet on the allocation sequence concealement, as the full text article is not published yet and only the trial registry and requested data are available yet.</p>",Low risk,<p>Both participants and carers and people delivering the intervention were unaware of the assigned intervention received. There is no information available yet ony whether the analysis was appropriate.</p>,Some concerns,<p>The trial registry does not provide enough information on missing data.</p>,Low risk,"<p>Mortality is an objective outcome measure, appropriately measured and it is unlikely that the measurement differed between intervention groups. The outcome assessors were probably not aware of the intervention received. </p>",Low risk,<p>The data that produced this result was analysed in accordance with the pre-specified outcome in the trial registry. The subgroup data was provided on request by the study investigator.</p>,Some concerns,<p>- </p>
